expediente,oficina,turno_otorgado,fecha_ingreso,estado,fecha_turno,fecha_egreso,auxiliar,detalle,
P-71771/20,Of. 5 (Ufi No Especializados),SI,,PENDIENTE turno otorgado,,,,,
P-66673/20,UFI Sexuales N� 08,SI,27/10/2020,archivado,,5/2/2021,Juan Vinci,Retira auxiliar Debora Gez,
P-66814/20,UFI No Especializados,SI,23/2/2021,archivado,,5/3/2021,Cristian,Retira Aux. Mar�a Silvina Amaya,
P-748300/19,UFI Homicidios N� 18,SI,7/10/2020,archivado,,20/10/2020,Juan Vinci,Retira German GARC�A,
P-55523/20 segunda,UFI Gral Alvear,SI,15/10/2020,archivado,,21/10/2020,EV,Retira Juan Pablo Martinez,
P-43561/20,UFI Gral Alvear,SI,15/10/2020,archivado,,29/10/2020,Ezequiel,Retira Juan Pablo Martinez,
P-73339/20,Oficina Fiscal N� 11,SI,,OBSERVACI�N,,,,Se cae turno debido a que no han traido el secuestro al momento del turno,
P-63459/20,Oficina Fiscal N� 09 (UFI Sexuales),SI,8/10/2020,archivado,,5/2/2021,Ezequiel,Retira auxiliar Debora Gez,
P-71287/20,Oficina Fiscal N� 09 (UFI Homicidios),SI,8/10/2020,archivado,,18/12/2020,Juan Pablo ,Retira Aux. Aquiles Torres,
P-47858/20,UFI Gral Alvear (N� 01),SI,,PENDIENTE turno otorgado,,,,,
P-74384/20,UFI San Martin (N� 1),SI,,Se cae turno,,,,,
P-714374/19,UFI Alvear (N� 1),SI,6/1/2020,archivado,,5/2/2021,Juan Vinci,Retira Juan Pablo Martinez,
P-74985/20,UFI Robos y Hurtos (N� 29),SI,,PENDIENTE turno otorgado,,,,,
P-73377/20,UFI Alvear (N� 1),SI,27/10/2020,archivado,,24/11/2020,Juan Vinci,Retira Juan Pablo Martinez,
P-46886/20,UFI Robos y Hurtos (N� 12),SI,23/12/2020,archivado,,12/3/2021,Cristian,Entregado en Mesa de Entradas de UFI Robos y Hurtos,
P-72945/20,UFI Robos y Hurtos (N� 12),SI,,OBSERVACI�N,,,,Se cae por no traer el secuestro,
P-60018/20,UFI Violencia de Genero (N� 37),SI,23/12/2020,archivado,,30/12/2020,Ezequiel,Retira Aux. Menghini,
P-47858/20 segunda,UFI General Alvear (N� 1),NO,15/10/2020,archivado,,10/6/2021,Ezequiel,"Retira Aux. Eduardo Garcia de Zona Sur retira tel�fono, netbook y disco externo",
P-56821/20,UFI San Rafael (N� 2),NO,15/10/2020,archivado,,14/1/2021,Ezequiel,retira Juan Pablo Martienez ,
P-65841/20,UFI General Alvear( N� 1),NO,15/10/2020,OBSERVACIONES,,27/1/2021,Ezequiel,Sin Efecto de dia 23/12/20. Retira Leonardo Romo de San Rafael,
P-51797/20,UFI Homicidios (N� 17),SI,,PENDIENTE turno otorgado,,,,,
P-71785/20,UFI Homicidios (N� 17),SI,23/10/2020,archivado,,24/11/2020,JP,Retira Aquiles Torres,
T-2952/20 segundo,OF. Rivadavia,SI,,PENDIENTE turno otorgado,,,,,
P-75594/20,UFI Rivadavia (N� 1),SI,7/1/2021,archivado,,12/2/2021,Luis,Retira Dr Alberto Tonelli,
P-50619/20,UFI Robos y Hurtos (N� 26),SI,,Se cae turno,,,,no lo trajeron,
P-28784/19,OGAP 2,SI,24/9/2020,archivado,,27/10/2020,Juan Vinci,Retira Auxiliar Ceiclia Albornoz,
P-38140/20,UFI General Alvear,SI,6/1/2021,archivado,,5/2/2021,Juan Vinci, Retira Juan Pablo Martinez,
P-75275/20,Comisar�a 32(GIAROLI),NO,21/10/2020,archivado,,29/10/2020,Juan Pablo,Retira Juan Pablo Martinez,
P-64020/20,UFI Violencia de G�nero 2CCJ (01),NO,21/10/2020,archivado,,24/11/2020,Juan Vinci,Retira Juan Pablo Martinez,
P-55114/20,UFI San Rafael,NO,21/10/2020,archivado,,27/1/2021,Juan Vinci,Retira Auxiliar Leonardo Romo de San Rafael,
P-745720/19 SEGUNDA,UFI San Rafael,NO,21/10/2020,PENDIENTE falta comenzar,,,,,
P-40239/20,UFI San Rafael,NO,21/10/2020,archivado,,27/1/2021,Juan Vinci,Retira Auxiliar Leonardo Romo de San Rafael,
P-74593/20,UFI Econ�micos (N� 19),SI,29/10/2020,archivado,,19/11/2020,Juan Vinci,Retira Jose Vega,
P-71184/20,UFI Rivadavia (N� 1),SI,,Se cae turno,,,Luis,No lo trajeron,
P-74380/20,UFI Economicos (N� 15),SI,1/12/2020,archivado,,28/12/2020,Luis,Retira laura avila,
P-77920/20,Oficina Fiscal N� 9,SI,27/10/2020,archivado,,30/12/2020,Juan Vinci,Retira Ludmila Cruse�o,
P-77237/20,UFI Homicidios (N� 21),SI,27/10/2020,archivado,,24/11/2020,Juan Vinci,Retira Aquiles Torres,
P-73638/20,UFI No Especializados (N� 32),SI,2/11/2020,archivado,,24/11/2020,Luis,Retira M. Sivia,
P-76642/20,UFI Rivadavia (N� 1),SI,5/11/2020,archivado,,2/12/2020,Juan Vinci,Retira Dr. Alberto Tonelli,
P-77237/20 segundo,UFI Homicidios (N� 21),SI,5/11/2020,archivado,,23/12/2020,Luis,Retira Germ�n Garc�a Salazar,
P-79563/20,UFI Robos y Hurtos (N� 31),SI,12/11/2020,archivado,,5/2/2021,Luis,Entregado en Mesa de Entradas de UFI Robos y Hurtos / Borrado compartido 23/03/2021,
P-67674/20,UFI San Martin (N� 1),SI,5/11/2020,archivado,,2/12/2020,Juan Pablo ,Retira Dr. Alberto Tonelli,
P-63643/20 primera,UFI No especializados (N� 28),SI,,Se cae turno,,,,No lo trajeron,
P-71462/20,Oficina Fiscal 16 (UFI Robos y Hurtos),SI,17/11/2020,archivado,,30/11/2020,Luis,Retira Aux. Federico Ragno / Borrado compartido 23/03/2021,
P-62458/20,UFI Santa Rosa (N� 1),SI,10/11/2020,archivado,,18/11/2020,Luis,Retira Ariel Morcos,
P-78268/20,Oficina Fiscal 11 (UFI Sexuales),SI,11/11/2020,archivado,,14/1/2021,Ezequiel,Retira Valeria Gioia,
P-62748/20,Oficina Fiscal 11 (UFI Robos y Hurtos),SI,,PENDIENTE turno otorgado,,,,,
P-69638/20,UFI Violencia de G�nero (N� 37),SI,19/11/2020,archivado,,30/12/2020,Luis,Retira Aux. Menghini,
P-68269/20,UFI Robos y Hurtos (N� 31),SI,,PENDIENTE turno otorgado,,,,,
P-66761/20,UFI Robos y Hurtos,SI,20/11/2020,archivado,,30/11/2020,Juan Vinci,Retira Aux Federico Ragno / Borrado compartido 23/03/2021,
P-77205/20,UFI Homicidios (N� 18),SI,2/11/2020,archivado,,23/12/2020,Luis,Retira Germ�n Garc�a Salazar,
P-56055/20 segundo turno,UFI No Especializados (F. 32),SI,,Se cae turno,,,,No lo trajeron,
P-70651/20,UFI Homicidios (N� 21),SI,30/11/2020,archivado,,23/12/2020,Cristian,Retira Germ�n Garc�a Salazar,
P-63643/20 primera,UFI No Especializados (F. 28),SI,11/11/2020,archivado,,11/12/2020,Ezequiel,Retira Aux. Claudia Mercado,
P-81848/20,Oficina Fiscal 8 (UFI Sexuales),SI,13/11/2020,archivado,,5/2/2021,Ezequiel,Retira aux. Debora Gez,
P-765986/19,UFI Delitos Contra la Integridad Sexual (N� 8),SI,27/11/2020,archivado,,10/8/2021,Cristian,Retira Aux. Federico Simonovich de UFI Sexuales,
P-53776/20,UFI San Rafael (N� 1),NO,10/11/2020,archivado,,5/2/2021,Luis,Retira Juan Pablo Martinez,
P-76342/20,UFI Robos y Hurtos,SI,2/12/2020,archivado,,5/2/2021,Luis,Entregado en Mesa de entrada de UFI de Robos y Hurtos,
P-44835/20,UFI General Alvear (N� 2),SI,4/12/2020,archivado,,6/1/2021,Luis,retira Juan Pablo Martinez,
P-82128/20,UFI Robos y Hurtos (N� 26),SI,,Se cae turno,,,,no lo trajeron,
P-56613/20 SEGUNDO,UFI No Especializados (N� 32),SI,,archivado,,30/12/2020,Cristian,Retira Ludmila Cruse�o,
P-54537/20,UFI San Rafael (N� 1),NO,18/11/2020,archivado,,29/12/2020,Juan Vinci,Retira Juan Pablo Martinez,
P-750583/19,UFI San Rafael (N� 1),NO,18/11/2020,archivado,,5/2/2021,Luis,Retira Juan Pablo Martinez,
P-84503/20,UFI Homicidios (N� 18),SI,,Se cae turno,,,Luis,no lo trajeron,
P-84665/20,Comisaria 8va (San Rafael Fiscal�a N� 1),NO,20/11/2020,archivado,,29/12/2020,Luis,retira Juan Pablo Mart�nez,
P-82862/20 ,UFI Valle de Uco,SI,16/12/2020,archivado,,18/2/2021,Luis,Retira NICOLAS LOPEZ Auxiliar PP el 18/02/2021,
P-52949/20 segundo,UFI Sexuales ( Fiscal�a 8),SI,,PENDIENTE turno otorgado,,,,,
P-87358/20,UFI Homicidios (Fiscal�a 21),SI,24/11/2020,archivado,,23/12/2020,Juan Vinci,Retira Germ�n Garc�a Salazar,
P-73163/20,UFI San Rafael 02,NO,24/11/2020,archivado,,5/2/2021,Ezequiel,Retira Juan Pablo Martinez,
P-87631/20,Comisaria 18 San Carlos,SI,26/11/2020,archivado,,16/12/2020,Luis,Retira Auxiliar Ansi Mauro,
P-85105/20,UFI Homicidios (N� 18),SI,26/11/2020,archivado,,23/12/2020,Juan Vinci,Retira Germ�n Garc�a Salazar,
P-83488/20,UFI Sexuales (N� 8),SI,27/11/2020,archivado,,25/1/2021,Luis,Retira Osvaldo Cordon,
P-50404/20,Primer Juzgado Penal Colegiado,SI,26/11/2020,archivado,,3/12/2020,Cristian,Retira ProSecretario Gustavo Santamaria,
P-78795/20,UFI Violencia de Genero (N� 37),SI,11/12/2020,archivado,,,Luis,Retira Aux. Menghini,
P-81409/20,UFI San Mart�n (Fiscal�a Correccional N� 1),SI,2/12/2020,archivado,,14/12/2020,Juan Pablo,Retira Dr. Alberto Tonelli,
P-88540/20,UFI Delitos Econ�micos (N� 19),SI,,Se cae turno,,,,No lo trajeron,
P-87358/20 segunda extracci�n,Oficina 1 (UFI Homicidios),SI,30/11/2020,archivado,,23/12/2020,Cristian ,Retira Germ�n Garc�a Salazar,
P-79358/20,UFI Violencia de G�nero (N� 37),SI,28/1/2021,archivado,,29/4/2021,Juan Vinci,Retira Aux. Gustavo Morelli de VDG,
P-44870/20 SEGUNDO,UFI R y H,SI,,Se cae turno,,,Luis,No lo trajeron,
P-66587/20,UFI Robos y Hurtos (31),SI,28/12/2020,archivado,,11/2/2021,Juan Vinci,Entregado en Mesa de Entradas de UFI Robos y Hurtos,
P-85851/20,UFI Delitos Econ�micos,SI,,PENDIENTE turno otorgado,,,,,
P-88222/20,UFI No Especializaods 30,SI,,PENDIENTE turno otorgado,,,,,
P-89251/20,UFI San Rafael (N� 1),No,1/12/2020,archivado,,29/12/2020,Ezequiel,retira Juan Pablo Mart�nez,
P-88540/20 segundo turno,UFI Delitos Econ�micos (N� 19),SI,,Se cae turno,,,,No lo trajeron,
P-89776/20,Oficina Fiscal 08 (RyH),SI,2/12/2020,archivado,,,Cristian,Entregado en Mesa de entradas de UFI Robos y Hurtos / Borrado compartido 23/03/2021,
P-71785/20 segunda,UFI Homicidios 17,SI,23/12/2020,archivado,,11/2/2021,Juan Vinci,Retira Auxiliar Estefania Meli,
P-85861/20,Comisaria 24 - Malarg�e,SI,11/12/2020,archivado,,27/1/2021,Juan Vinci,Retira Auxiliar Leonardo Romo de San Rafel,
P-56055/20,UFI Delitos No especializados (N� 32),SI,22/1/2021,archivado,,5/2/2021,Juan Vinci,Retira Aux. Claudia Mercado,
P-77586/20,UFI Economicos (N� 7),SI,28/12/2020,archivado,,26/1/2021,Ezequiel,"Retira Georgina Somer. Pasado al cajon, solo estaban las extracciones, sin reportes.",
P-82128/20,UFI Robos y Hurtos,SI,11/12/2020,archivado,,,Juan Pablo,Recibe Secetario Gustavo Mateo / Borrado compartido 23/03/2021 ,
P-81822/20,UFI Econ�micos 19,SI,16/12/2020,archivado,,28/12/2020,Ezequiel,Retira laura avila,
P-63643/20 segunda,UF Delitos No Especializados (N� 28),SI,14/12/2020,archivado,,30/12/2020,JP y Eze,Retira Ludmila Cruse�o,
P-90379/20,Oficina Fiscal 01,SI,,PENDIENTE turno otorgado,,,,,
P-82041/20,UFI Robos y Hurtos (N� 23),SI,10/12/2020,archivado,,15/12/2020,,Retira Aux. Ivana Barkovich / Borrado compartido 23/03/2021,
P-86888/20,UFI Violencia de G�nero,SI,16/3/2021,archivado,,31/5/2021,Juan pablo,Retira Aux. Pablo Gonzalez,
P-18183/20,UFI Santa Rosa (Fiscal�a 1),SI,26/1/2021,archivado,,4/3/2021,Ezequiel,Retira Aux. Manuel Aciar de Despacho zona este,
P-89980/20,Oficina Fiscal 1 (UFI Correccional),SI,,PENDIENTE turno otorgado,,,,,
P-52246/20,UFI Homicidios (N� 1),SI,18/12/2020,archivado,,19/1/2021,Juan Pablo,Retira Sergio Alfaro,
P-92133/20,Oficina Fiscal de Uspallata (UFI Homicidios 18),SI,,PENDIENTE turno otorgado,,,,,
P-91759/20,Oficina Fiscal Cria. 20,SI,11/12/2020,archivado,,18/8/2021,Luis,retira Emanuel Guidi�o de esa UFI,
P-92597/20,UFI Homicidios (N� 18),NO,11/12/2020,archivado,,23/12/2020,Cristian,Retira Germ�n Garc�a Salazar,
P-64157/20,UFI Homicidios (N� 21),SI,16/12/2020,archivado,,11/2/2021,Juan Vinci,Retira Aux. Estefania Meli,
P-88688/20,UFI Violencia de Genero 2CJ,SI,6/1/2021,archivado,,5/2/2021,Juan Pablo,Retira Juan Pablo Martinez,
T-5989/20,UFI Rivadavia Junin (N� 1),SI,21/1/2021,archivado,,3/2/2021,Juan Vinci,Retira Aciar Emanuel,
P-79716/20,UFI Violencia de Genero (N� 4),SI,18/12/2020,archivado,,21/12/2020,Cristian,Retira Aux. Mariela Cruz de Jefatura de Violencia de G�nero,
P-26501/19,UFI Sexuales (N� 9),SI,1/2/2021,archivado,,5/2/2021,Juan Vinci,Retira auxiliar Debora Gez,
P-5294/20,UFI Sexuales (of 17),SI,16/12/2020,archivado,,14/1/2021,Luis,Retira Valeria Gioia,
P-91326/20,UFI Robos y Hurtos (N� 31),SI,,Se cae turno,,,,no lo trajeron,
P-93825/20,UFI Homicidios (N� 17),NO,16/12/2020,archivado,,18/12/2020,Luis,Retira Aux. Aquiles Torres,
P-93825/20 segunda,UFI Homicidios (N� 17),NO,17/12/2020,archivado,,23/12/2020,Juan,Retira Germ�n Garc�a Salazar,
P-980143/20 ,UFI Robos y Hurtos (N� 12),SI,17/11/2020,archivado,,17/12/2020,Juan Vinci,Entregado a Secretario Gustavo Matero,
P-93825/20 tercera,UFI Homicidios (N� 17),NO,18/12/2020,archivado,,23/12/2020,Eze/Luis,Retira Germ�n Garc�a Salazar,
P-95293/20,Oficina Fiscal 09 (UFI Robos y Hurtos N� 20),SI,2/2/2021,archivado,,2/3/2021,Juan,Entregado en mesa de entrada de UFI Robos y Hurtos,
P-52349/20 segundo,UFI No Especializados,SI,15/1/2021,archivado,,5/3/2021,Juan Pablo,Retira Aux Mar�a Silvina Amaya,
P-63924/20,San Rafael y Delitos Inform�ticos,SI,27/10/2020,archivado,,29/12/2020,Juan Vinci,Retira juan pablo martinez,
P-95865/20,UFI Robos y Hurtos (N� 20),SI,30/12/2020,archivado,,4/2/2021,Juan Pablo,Entregado en mesa de entrada de UFI Robos y Hurtos,
P-88540/20 3er turno 1ra extracci�n,UFI Delitos Econ�micos (N� 19),SI,28/12/2020,archivado,,30/12/2020,Luis,Retira Laura �vila,
P-222/20,UFI No Especializados (N� 32),SI,15/1/2021,archivado,,5/2/2021,Juan Vinci,Retira Aux. Claudia Mercado,
P-79208/20,UFI Correccional (N� 33),SI,1/2/2021,archivado,,11/2/2021,Juan Vinci,Entregado en mesa de entrada de UFI Correccional,
P-83103/20,UFI Malargue (N� 1),SI,27/1/2021,archivado,,11/2/2021,Ezequiel,Retira juan pablo martinez. ,
P-75717/20,UFI San Rafael 02,NO,29/12/2020,PENDIENTE turno otorgado,,,,,
P-50624/20,UFI San Rafael (Fiscal�a N� 02),SI,6/1/2021,archivado,,5/2/2021,Ezequiel,Retira Juan Pablo Martinez,
P-49056/18,UFI Valle de Uco (N� 3),NO,30/12/2020,archivado,,23/2/2021,Luis,Retira Aux. Emmanuel Gudi�o de UFI Valle de Uco,
P-63643/20 cuarta,UFI NO Especializados,SI,5/2/2021,archivado,,5/3/2021,Cristian,Solicitan hacer una inspeccion manual con personal de Divisi�n Robos y Hurtos. Carla habla con el Secretario y no se realiza la medida. Retira Aux Maria Silvina Amaya de NO ESPECIALIZADOS,
P-98201/20,Oficina Fiscal N� 09,SI,,Se cae turno,,,Luis,No lo trajeron,
P-94292/20,Cria. 62 (UFI de Giaroli),NO,6/1/2021,archivado,,11/2/2021,Luis,Retira Juan Pablo Martinez,
P-54702/20,UFI Automotores N� 16,SI,9/2/2021,archivado,,17/2/2021,Cristian,Retira Aux. Natalia Saboia,
P-95629/20,"UFI Valle de Uco, OF 18",NO,7/1/2021,archivado,,16/4/2021,Luis,"Retira Eduardo Garcia Chofer. Pasado al caj�n solo extracciones, no hab�an reportes.",
P-227/21,UFI Economicos N� 19,SI,,Se cae turno,,,,No lo trajeron,
P-87403/20,UFI Sexuales (N� 2),SI,14/1/2021,archivado,,5/2/2021,Juan Vinci,Retira auxiliar Debora Gez,
P-78268/20 segunda,UFI Sexuales (N� 2),SI,14/1/2021,archivado,,5/2/2021,Cristian,Retira auxiliar Debora Gez,
P-2101/21,Oficina Fiscal N� 17 (Ufi Homicidios),SI,12/1/2021,archivado,,11/2/2021,Juan Vinci,Retira auxiliar Estefan�a Meli,
P-1973/21,Oficina Fiscal N� 17,SI,15/1/2021,archivado,,5/2/2021,Cristian,Entregado en Mesa de Entrada de UFI Robos y Hurtos,
P-249/21,Oficina Fiscal N� 17 (Ufi Homicidios),SI,,Se cae turno,,,Luis,No lo trajeron,
P-2554/21,Com 18 (Valle de Uco),SI,20/1/2021,archivado,,16/4/2021,Cristian,Retira Emanuel Gudi�o Auxiliar Valle de Uco,
P-99218/20,UFI Delitos Contra la Integridad Sexual (N� 9),SI ,11/2/2021,archivado,,17/2/2021,Cristian,Retira. Marcela Puebla Pro de UFI Delitos Contra la Integridad Sexual,
P-729289/19,Ufi General Alvear ,SI,5/2/2021,archivado,,18/2/2021,Luis,Retira Juan Pablo Martinez,
P-82179/20,UFI Delitos Econ�micos,SI,22/1/2021,archivado,,26/1/2021,Cristian,Retira Georgina Somer,
P-71184/20,OF. Rivadavia,SI,21/1/2021,archivado,,12/2/2021,Juan Vinci,Retira Dr. Alberto Tonelli,
P-69130/20,Ufi VG San Rafael,SI ,27/1/2021,archivado,,18/2/2021,Ezequiel,Retira Juan Pablo Martinez,
P-1078/21,Ufi Robos y Hurtos ,SI,,observacion,,,,sin efecto,
P-11733/20,UFI Malargue (N� 1),SI,,Se cae turno,,,,No lo trajeron,
P-74192/20,UFI Homicidios (N� 13),SI,19/1/2021,archivado,,11/2/2021,Juan Vinci,Retira Aux. Estefan�a Meli,
P-22248/20,UFI Rivadavia-Jun�n,SI,12/2/2021,archivado,,23/2/2021,Luis,"Retira Ariel Morcos de Despacho de la tercera. Se pasa al cajon las extracciones, no hab�an reportes.",
P-4815/21,Of. Fiscal N� 15,,21/1/2021,archivado,,27/1/2021,Juan Vinci,Retira Omar Nallim de UFI Violencia de G�nero,
P-83488/20 segunda,UFI Sexuales (N� 8),SI,27/11/2020,archivado,,25/1/2021,Juan Vinci,Retira Osvaldo Cordon,
P-8554/21,O Fiscal N� 3 UFI Delitos Contra la Integridad Sexual,NO,26/1/2021,archivado,,28/1/2021,Ezequiel,Retira Aux. Moretti de despacho,
P-100596/20,UFI Santa Rosa (N� 1),SI,26/1/2021,archivado,,2/2/2021,Cristian,Retira Aux Fernando Chirino,
P-2295/21,UFI Robos y Hurtos (N� 23),SI,4/2/2021,archivado,,2/3/2021,Ezequiel,Entregado en Mesa de Entradas de UFI Robos y Hurtos,
P-27563/20,UFI San Martin (N� 1),SI,,Se cae turno,,,,No lo trajeron,
P-8462/21,UFI Robos y Hutos (N� 24),SI,,PENDIENTE turno otorgado,,,,,
P-97729/20,UFI Robos y Hurtos (N� 12),SI,29/1/2021,archivado,,11/2/2021,Luis,Entregado en Mesa de Entradas de UFI Robos y Hurtos,
P-8629/21,Of. 02 - Ufi Homicidos 01,SI,23/2/2021,archivado,,4/3/2021,Luis,Retira Aux. Sebastian Quevedo,
P-66761/20 segundo,UFI Robos y Hurtos,SI,5/2/2021,archivado,,11/2/2021,Luis,Entregado en Mesa de Entradas de UFI Robos y Hurtos,
P-91326/20 segundo,Ufi Robos y Hurtos,SI,,Se cae turno,,,,no lo trajeron ,
P-152992/17,UFI Econ�micos,SI,17/2/2021,archivado,,23/2/2021,Luis,Entregado en Mesa de Entradas de UFI Econ�micos,
P-11181/21,Of 8 (Ufi Econ�micos),SI,,Se cae turno,,,,no lo trajeron ,
P-12615/20 2da extracci�n,UFI Homicidios (N� 18),SI,8/2/2021,archivado,,12/3/2021,Luis,Retira Aux. Valeria Ag�ero,
P-18532/20,Ufi VG San Rafael,SI,,Se cae turno,,,,NO LO TRAJERON,
P-92133/20 SEGUNDO,UFI Homicidios (N� 18),SI,,PENDIENTE turno otorgado,,,,,
P-83488/20 tercera,Ufi Sexuales  (N� 8),SI ,5/2/2021,archivado,,8/4/2021,Juan Vinci,08/02/21 Lo tiene Fabian en su escritorio por orden de Carla./ Retira Osvaldo Cord�n el 08/04/2021,
P-54217/20,UFI Homicidios (N� 18),SI,8/2/2021,archivado,,2/3/2021,Luis,Retira Auxiliar Pablo Quiroga,
P-7420/21,UFI Correccional (N� 34),SI,,Se cae turno,,,,,
P-72602/20,UFI Correccional San Rafael (01),NO,5/2/2021,archivado,,25/2/2021,Cristian,Retira Juan Pablo Martinez,
T-5199/20,UFI Tr�nsito (N� 25),SI,8/2/2021,archivado,,12/2/2021,Cristian,Retira Auxiliar Matias Salvi,
P-75949/20,UFI Robos y Hurtos,SI,11/1/2021,archivado,,11/2/2021,Cristian,Entregado en Mesa de Entradas de UFI Robos y Hurtos,
P-13082/20,Oficina Fiscal N� 01,SI,,PENDIENTE turno otorgado,,,,,
P-82151/20,Oficina Fiscal San Mart�n,SI,23/2/2021,archivado,,4/3/2021,Cristian,Retira Aux. Manuel Aciar de Despacho zona este,
P-74985/20 2do turno 1ra extracci�n,UFI Robos y Hurtos 29,SI,24/2/2021,archivado,,2/3/2021,Cristian,Entregado en Mesa de Entradas de UFI Robos y Hurtos,
P-749355/19,UFI Violencia de G�nero (N� 4),SI,23/2/2021,archivado,,29/4/2021,Juan Vinci,Retira Aux. Gustavo Morelli de VDG,
P-5373/21,Oficina Fiscal 03,SI,,Se cae turno,,,Luis,No lo trajeron,
P-17263/19,UFI San Martin (N� 2),SI,18/2/2021,archivado,,4/3/2021,Juan Vinci,"Retira Aux. Manuel Aciar de Despacho zona este, RETIRA Ariel Morcos la Notebook BGH el 18/3/2021",
P-13371/21,UFI San Rafael (N� 2),NO,11/2/2021,archivado,,11/3/2021,Ezequiel,Retira Leonardo Romo Chofer de Gral Alvear,
P-728047/19,UFI San Rafael (N� 1),NO,11/2/2021,archivado,,25/2/2021,Luis,Retira Juan Pablo Martinez,
P-69126/20,UFI San Rafael (N� 1),NO,11/2/2021,archivado,,25/2/2021,Cristian,Retira Juan Pablo Martinez,
P-14361/21,Oficina Fiscal N� 1 ( UFI Robos y Hurtos N� 26),SI,22/2/2021,archivado,,2/3/2021,Juan Vinci,Entregado en Mesa de Entradas de UFI Robos y Hurtos,
P-10349/21,Oficina Fiscal de Malargue,SI,4/3/2021,archivado,,11/3/2021,Juan Vinci,Retira Leonardo Romo Chofer de Gral Alvear,
P-88993/20,Oficina Fiscal de Malargue,SI,4/3/2021,archivado,,11/3/2021,Cristian y Eze,Es un celular y una CPU. Retira celular 11/03/21 Leonardo Romo Chofer de General Alvear. Retira CPU el Sr Juan Pablo Martinez 27/4/21,
P-5342/21,Oficina Fiscal de Malargue,SI,4/3/2021,archivado,,11/3/2021,Ezequiel,Retira Leonardo Romo Chofer de Gral Alvear,
P-18532/20 segundo,UFI Violencia Genero 2 Circ. (N� 1),SI,25/2/2021,archivado,,4/3/2021,Juan Vinci,Retira Juan Pablo Martinez,
P-13082/21,UFI Robos y Hurtos,SI,,Se cae turno,,,,,
P-11733/21,UFI Malarg�e,SI,17/2/2021,archivado,,4/3/2021,Ezequiel,Retira Juan Pablo Mart�nez,
P-99895/20,UFI Robos y Hurtos,SI,3/3/2021,archivado,,11/3/2021,Cristian,Retira Juan Redondo,
P-14879/21,Oficina Fiscal N� 05 de Las Heras,SI,3/3/2021,archivado,,9/3/2021,Juan Vinci,Retira Aux. Guadalupe Mendoza,
P-15829/21,Oficina Fiscal N� 05 de Las Heras,SI,18/2/2021,archivado,,8/4/2021,Ezequiel,retira Guillermo Centorbi de Fiscal�a Penal de Menores,
P-99580/20,Ufi General Alvear (N� 2),SI,17/2/2021,archivado,,4/3/2021,Juan Vinci,Retira Juan Pablo Mart�nez,
P-11485/21,UFI San Rafael 01,NO,18/2/2021,archivado,,25/2/2021,Cristian,Retira Juan Pablo Mart�nez,
P-81578/20,UFI San Rafael 02,NO,18/2/2021,archivado,,10/6/2021,Ezequiel,Listo para retirar dispositivos 1 a 5. Falta comenzar disositivos 6 a 10. Retira Aux. Eduardo Garcia de zona sur el 10/06/21,
P-15842/21,Oficina Fiscal N� 09,SI,5/3/2021,archivado,,22/3/2021,Juan Vinci,Retira Silvina Amaya,
P-9280/21,UFI Homicidios ,SI,2/3/2021,archivado,,12/3/2021,Ezequiel,Retira Aux. Valeria Ag�ero,
P-75171/20,UFI San Rafael (N� 2),SI,29/12/2020,archivado,,25/2/2021,Luis,Retira Juan Pablo Mart�nez,
P-16265/20,UFI Econ�micos (N� 19),SI,,PENDIENTE turno otorgado,,,,,
P-14008/21,UFI Delitos Sexuales (N� 8) ,SI,9/3/2021,archivado,,8/4/2021,Juan,Retira Osvaldo Cord�n ,
P-7420/21 segundo turno,UFI Correccional N� 34,SI,10/3/2021,archivado,,15/3/2021,Cristian,Entregado en Mesa de Entradas de UFI Correccional,
P-15459/21,UFI Homicidios N� 17,SI,,PENDIENTE turno otorgado,,,,,
P-18020/21,UFI Homicidios (N� 21),NO,19/2/2021,archivado,,20/2/2021,Juan Pablo,"Retira Dr. Oscar Malla, ayudante fiscal de Homicidios",
P-17975/21,Oficina Fiscal N� 15 (UFI R y H),SI,,PENDIENTE turno otorgado,,,,,
P-94726/20,UFI Robos y Hurtos N� 20,SI,11/3/2021,archivado,,12/3/2021,Cristian ,Entregado en Mesa de Entradas de UFI Robos y Hurtos,
P-6115/21,UFI Homicidios N� 01,SI,23/2/2021,archivado,,4/3/2021,Cristian ,Retira Aux Sebastian Quevedo,
P-6829/21,UFI Econ�micos N� 03,SI,11/3/2021,archivado,,15/3/2021,Luis,Entregado en Mesa de Entradas de UFI Delitos Econ�micos,
P-227/21 segundo turno,UFI Economicos N� 19,SI,2/3/2021,archivado,,15/3/2021,Cristian ,Entregado en Mesa de Entradas de UFI Delitos Econ�micos,
T-6490/19,UFI Transito de San Rafael,SI,11/3/2021,archivado,,19/3/2021,Cristian ,Retira Eduardo Garcia de Choferes San Rafael,
P-19456/21,Oficina Fiscal N� 09,SI,,PENDIENTE turno otorgado,,,,,
P-18731/21,UFI Robos y Hurtos (N� 29) Oficina Fiscal N� 09,SI,10/3/2021,archivado,,19/3/2021,Cristian,Entregado en Mesa de Entradas de UFI Robos y Hurtos,
